alpha,lambda,Two Werner States Ent 1,Single Werner State Ent 1 Dbld,Single Werner State Ent 2 Dbld,Ent 1 Dif,Ent_1 v Ent_2 dif
-0.06,0.6928104575163399,9.398784779733598,9.745447984914653,9.39878477914353,-0.34666320518105564,5.900684385551358e-10
-0.05,0.6885245901639345,9.416689832150405,9.705469651123225,9.416689832452876,-0.2887798189728201,-3.0247093718571705e-10
-0.04,0.6842105263157895,9.434825593437147,9.665780028329483,9.434825593489611,-0.23095443489233602,-5.24646992516864e-11
-0.03,0.6798679867986799,9.453196915550807,9.62637228545627,9.45319691546409,-0.17317536990546323,8.671641182900203e-11
-0.02,0.6754966887417219,9.471808797599152,9.587239793304366,9.471808797591791,-0.1154309957052142,7.361222742474638e-12
-0.01,0.6710963455149502,9.490666390890057,9.54837611624481,9.49066639090044,-0.05770972535475316,-1.0382805726294464e-11
0.0,0.6666666666666666,9.509775004327878,9.509775004326936,9.509775004326936,9.414691248821327e-13,9.414691248821327e-13
0.01,0.6622073578595317,9.500140971730358,9.500140971731385,9.471430385777246,-1.0267342531733448e-12,0.028710585953112044
0.02,0.6577181208053691,9.490474664259049,9.490474664259498,9.433336359865956,-4.4941828036826337e-13,0.0571383043930922
0.03,0.6531986531986531,9.480775861381161,9.480775864936707,9.39548719011972,-3.555545191602505e-9,0.08528867126144135
0.04,0.6486486486486487,9.47104435458671,9.471044354593074,9.35787729786034,-6.3646865555710974e-12,0.11316705672637006
0.05,0.6440677966101694,9.461279911841743,9.461279911833582,9.320501256050786,8.16058332020475e-12,0.14077865579095672
0.06,0.6394557823129251,9.451482313002366,9.451482313007904,9.283353783430954,-5.538680625249981e-12,0.1681285295714119
0.07,0.6348122866894197,9.441651332178804,9.44165133217967,9.246429738926826,-8.668621376273222e-13,0.1952215932519774
0.08,0.6301369863013699,9.431786741122732,9.431786741095209,9.209724116317723,2.752287286966748e-11,0.22206262480500882
0.09,0.6254295532646048,9.421888309158433,9.421888309151743,9.17323203914734,6.689759857181343e-12,0.24865627001109303
0.1,0.6206896551724138,9.411955803558602,9.411955803365043,9.136948755865173,1.935589466484089e-10,0.2750070476934283
0.11,0.615916955017301,9.40198898817466,9.401988988336534,9.10086963518577,-1.6187406970402662e-10,0.3011193529888896
0.12,0.6111111111111112,9.39198762621995,9.3919876262198,9.064990161654041,1.509903313490213e-13,0.3269974645659097
0.13,0.6062717770034843,9.38195147674078,9.38195147668655,9.029305931405624,5.4228621593210846e-11,0.3526455453351556
0.14,0.6013986013986015,9.371880297219871,9.371880296891954,8.99381264811192,3.2791724891012564e-10,0.3780676491079511
0.15,0.5964912280701754,9.361773841427155,9.361773841439383,8.958506119100083,-1.2228440482431324e-11,0.4032677223270724
0.16,0.5915492957746479,9.351631862274195,9.35163186234454,8.923382251638845,-7.034550719708932e-11,0.4282496106353495
0.17,0.5865724381625441,9.341454109174723,9.34145410899894,8.88843704938158,1.7578294375653059e-10,0.4530170597931438
0.18,0.5815602836879433,9.331240328160057,9.331240328132761,8.853666608958529,2.729549919422425e-11,0.47757371920152814
0.19,0.5765124555160143,9.320990263768671,9.320990263777027,8.81906711671059,-8.355982572538778e-12,0.5019231470580809
0.2,0.5714285714285715,9.3107036571313,9.310703657225108,8.78463484555752,-9.380762833188783e-11,0.526068811573781
0.21,0.5663082437275986,9.300380246980609,9.300380246993551,8.750366151993811,-1.2942535931870225e-11,0.550014094986798
0.22,0.5611510791366907,9.29001976875238,9.29001976878219,8.716257473205868,-2.9810820478815003e-11,0.573762295546512
0.23,0.555956678700361,9.279621948037498,9.279621955433552,8.682305324304522,-7.396053547381598e-9,0.5973166237329757
0.24,0.5507246376811594,9.269186536819465,9.269186536891514,8.648506295667211,-7.204903340607416e-11,0.6206802411522538
0.25,0.5454545454545454,9.258713240248788,9.258713240159219,8.614857050384494,8.956924091307883e-11,0.6438561898642945
0.26,0.5401459854014599,9.248201789265057,9.248201789256228,8.581354321805845,8.828493491819245e-12,0.6668474674592115
0.27,0.5347985347985348,9.237651905178954,9.237651905174879,8.547994911179998,4.0749625895841746e-12,0.6896569939989554
0.28,0.5294117647058824,9.22704646506168,9.227063305835854,8.514775685385302,-1.684077417429819e-5,0.712270779676377
0.29,0.5239852398523985,9.216435706421278,9.216435706042919,8.481693574745858,3.7835867772173515e-10,0.7347421316754197
0.3,0.5185185185185185,9.205760609261674,9.205768817436837,8.448745570929377,-8.208175163559872e-6,0.7570150383322964
0.31,0.5130111524163569,9.195082109254564,9.195062348448424,8.415928724922972,1.9760806139856868e-5,0.7791533843315914
0.32,0.5074626865671641,9.184316007921971,9.184316004250721,8.383240145083263,3.6712499706936796e-9,0.801075862838708
0.33,0.50187265917603,9.173529459073949,9.173529486710283,8.350676995257352,-2.7636334110070493e-8,0.8228524638165968
0.34,0.4962406015037593,9.162703062500398,9.162702494337555,8.318236492971458,5.681628429954344e-7,0.8444665695289402
0.35,0.4905660377358491,9.151835695109838,9.151834722236298,8.285915907684085,9.728735399505695e-7,0.8659197874257529
0.36,0.48484848484848486,9.140925863899303,9.140925862052082,8.253712559100853,1.8472210427944447e-9,0.8872133047984505
0.37,0.47908745247148293,9.129975608390353,9.12997560191978,8.221623815548174,6.470573410410907e-9,0.9083517928421792
0.38,0.47328244274809156,9.118983630111131,9.118983626410076,8.189647092403188,3.7010554621019764e-9,0.9293365377079432
0.39,0.4674329501915709,9.10794961201456,9.107949616474944,8.157779850577379,-4.460384062099365e-9,0.9501697614371807
0.4,0.4615384615384615,9.096873249437175,9.096873249392084,8.126019595051602,4.509104201133596e-11,0.9708536543855733
0.41,0.4555984555984557,9.085754198702517,9.085754198708283,8.094363873460146,-5.766054300693213e-12,0.9913903252423708
0.42,0.4496124031007752,9.074592134093688,9.074592134181684,8.06281027472177,-8.799538875337021e-11,1.0117818593719186
0.43,0.44357976653696507,9.063386724609847,9.063386721722932,8.031356427715602,2.8869155954680537e-9,1.032030296894245
0.44,0.43750000000000006,9.052137623499831,9.052137623335174,8.0,1.6465762087136682e-10,1.0521376234998314
0.45,0.4313725490196079,9.040844494166436,9.040844497052891,7.968738696572471,-2.886455519046649e-9,1.0721057975939647
0.46,0.4251968503937008,9.029506991846652,9.029506996879507,7.937570258668922,-5.032854133446563e-9,1.0919367331777305
0.47,0.41897233201581024,9.018124784870311,9.018124772723795,7.906492462600516,1.2146516681355024e-8,1.111632322269795
0.48,0.41269841269841273,9.0066974643627,9.00669747033501,7.875503118626558,-5.9723088696728155e-9,1.1311943457361426
0.49,0.4063745019920319,8.99522472412712,8.995224731236718,7.844600069861845,-7.109598243459914e-9,1.1506246542652745
0.5,0.4,8.983706192703607,8.98370619265935,7.8137811912170365,4.425793065365724e-11,1.169925001486571
0.51,0.393574297188755,8.972141489778181,8.972141487471337,7.783044388370628,2.3068444932050625e-9,1.1890971014075529
0.52,0.3870967741935484,8.960530244108874,8.960530244108925,7.752387596771204,-5.1514348342607263e-14,1.2081426473376702
0.53,0.38056680161943324,8.948872314169055,8.94887208650453,7.721808780668676,2.2766452545397442e-7,1.2270635335003792
0.54,0.37398373983739835,8.937166609381814,8.937166634013654,7.691305932173302,-2.4631839679045697e-8,1.245860677208512
0.55,0.36734693877551017,8.925413501201366,8.925413501340316,7.660877070341291,-1.389501846915664e-10,1.2645364308600744
0.56,0.360655737704918,8.913612319994705,8.913612298460947,7.6305202402859,2.15337578879371e-8,1.2830920797088048
0.57,0.35390946502057613,8.901764168207514,8.901762630546738,7.600233512312933,1.5376607755968053e-6,1.301530655894581
0.58,0.347107438016529,8.889864097881095,8.889864097884363,7.570014981079607,-3.268496584496461e-12,1.3198491168014872
0.59,0.34024896265560167,8.877916295799931,8.8779162957951,7.539862764775838,4.831690603168681e-12,1.3380535310240935
0.6,0.33333333333333337,8.86591881455108,8.865918814552213,7.5097750043269365,-1.1333156635373598e-12,1.3561438102241432
0.61,0.3263598326359833,8.85387123929691,8.853871239296673,7.479749862616888,2.362554596402333e-13,1.374121376680021
0.62,0.319327731092437,8.841773145302986,8.841773149951063,7.449785523731261,-4.648077478464074e-9,1.3919876215717242
0.63,0.3122362869198312,8.829624121134877,8.829624121131694,7.419880192218988,3.183231456205249e-12,1.4097439289158888
0.64,0.3050847457627119,8.817423722108892,8.817423722058859,7.39003209237214,5.0032866738547455e-11,1.4273916297367517
0.65,0.2978723404255319,8.805171516467752,8.805171516465176,7.360239467522993,2.575717417130363e-12,1.444932048944759
0.66,0.29059829059829057,8.79286706250991,8.792867062501983,7.330500579357584,7.926104217403918e-12,1.4623664831523255
0.67,0.28326180257510725,8.777291486292235,8.780509912643737,7.300813707245081,-0.003218426351502046,1.476477779047154
0.68,0.27586206896551724,8.755078120520757,8.76809961359032,7.2711771475822475,-0.01302149306956224,1.4839009729385095
0.69,0.2683982683982684,8.732593313521527,8.75563570616729,7.241589213152371,-0.023042392645763243,1.4910041003691559
0.7,0.26086956521739135,8.709841571139588,8.743117725223925,7.212048232497971,-0.03327615408433715,1.4977933386416167
0.71,0.2532751091703057,8.686827410900761,8.730545199529063,7.182552549306717,-0.043717788628301335,1.5042748615940447
0.72,0.24561403508771928,8.663555363229111,8.71791765166466,7.153100521809912,-0.05436228843554858,1.5104548414191994
0.73,0.2378854625550661,8.640029957322605,8.705234597917006,7.123690522193005,-0.06520464059440023,1.5163394351296002
0.74,0.23008849557522126,8.616255719162382,8.69249554816555,7.094320936017543,-0.07623982900316761,1.5219347831448387
0.75,0.2222222222222222,8.592237159928658,8.679700005769249,7.064990161654041,-0.08746284584059083,1.5272469982746166
0.76,0.21428571428571425,8.567978793800192,8.666847467450383,7.035696609725239,-0.09886867365019114,1.532282184074953
0.77,0.20627802690582958,8.54348508621231,8.653937423175783,7.0064387025592385,-0.11045233696347267,1.5370463836530721
0.78,0.1981981981981982,8.518760494255002,8.640969356035386,6.9772148736520405,-0.12220886178038448,1.5415456206029612
0.79,0.19004524886877824,8.49380944030917,8.627942742118037,6.948023567138975,-0.13413330180886796,1.5457858731701943
0.8,0.18181818181818177,8.468636309685095,8.614857050384494,6.918863237274595,-0.14622074069939828,1.5497730724105008
0.81,0.17351598173515978,8.44324542490169,8.601711742537521,6.88973234792056,-0.1584663176358312,1.5535130769811296
0.82,0.16513761467889912,8.417641154448631,8.588506272889028,6.860629372041085,-0.1708651184403962,1.557011782407546
0.83,0.15668202764976963,8.39182768238172,8.575240088224135,6.831552791205498,-0.18341240584241447,1.5602748911762223
0.84,0.14814814814814817,8.365809230074987,8.561912627662112,6.802501095097536,-0.19610339758712492,1.5633081349774507
0.85,0.13953488372093026,8.339589940680938,8.548523322514095,6.77347278103092,-0.20893338183315713,1.5661171596500179
0.86,0.13084112149532712,8.313173898097059,8.53507159613747,6.744466353470855,-0.22189769804041148,1.5687075446262035
0.87,0.12206572769953053,8.286565122638205,8.521556863786852,6.715480323561028,-0.2349917411486473,1.5710847990771768
0.88,0.11320754716981131,8.259767541870577,8.507978532461575,6.686513208655748,-0.24821099059099794,1.5732543332148285
0.89,0.10426540284360189,8.232784826255788,8.494336000749545,6.65756353185685,-0.2615511744937571,1.575221294398938
0.9,0.09523809523809522,8.205621863614407,8.48062865866742,6.628629821554975,-0.27500679505301306,1.576992042059432
0.91,0.08612440191387558,8.178280834402575,8.46685588749694,6.599710610974892,-0.28857505309436604,1.5785702234276826
0.92,0.07692307692307689,8.150766257421001,8.453017059617359,6.570804437724497,-0.30225080219635814,1.5799618196965035
0.93,0.06763285024154585,8.123081680085281,8.439111538333826,6.5419098433471135,-0.31602985824854457,1.581171836738168
0.94,0.05825242718446607,8.095230545162984,8.42513867770161,6.513025372876806,-0.32990813253862683,1.5822051722861783
0.95,0.0487804878048781,8.067216286301994,8.411097822346067,6.484149574396295,-0.3438815360440728,1.5830667119056985
0.96,0.03921568627450984,8.039042254406986,8.396988307278166,6.4552809985972,-0.35794605287117953,1.5837612558097867
0.97,0.02955665024630544,8.010711717902815,8.382809457705527,6.426418198342224,-0.37209773980271166,1.5842935195605907
0.98,0.01980198019801982,7.982227861475789,8.368560588838765,6.397559728228995,-0.3863327273629755,1.5846681332467947
0.99,0.009950248756218916,7.953593784101314,8.354241005693032,6.368704144155183,-0.4006472215917176,1.5848896399461312
1.0,0.0,7.924812503679556,8.339850002884624,6.339850002884624,-0.41503749920506827,1.5849625007949317
